name,domain,sector,filepath
decision performance conseil,conseil-dpc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/conseil-dpc.com.png
mathtech,mathtechinc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mathtechinc.com.png
global resources,uaefreezones.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/uaefreezones.com.png
ideas group,ideasgrp.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ideasgrp.com.png
trianz,trianz.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/trianz.com.png
gallup,gallup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gallup.com.png
accist consultoria e assessoria,accist.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/accist.com.br.png
platinum group,theplatinumgrp.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/theplatinumgrp.com.png
inadi,inadi.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/inadi.eu.png
domani business solutions b.v.,domani-bs.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/domani-bs.com.png
practicus,practicus.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/practicus.com.png
directure,directure.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/directure.com.png
ifss institute for lean six sigma,ifss.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ifss.net.png
performances group,performancesgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/performancesgroup.com.png
berkeley research group llc,thinkbrg.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/thinkbrg.com.png
sipet engineering and consultancy services company limited,specs-ssd.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/specs-ssd.com.png
just in time management group,jitm.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/jitm.eu.png
herdia,herdia.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/herdia.fr.png
duval union consulting,duvalunionconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/duvalunionconsulting.com.png
visante® inc.,visanteinc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/visanteinc.com.png
change2target,change2target.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/change2target.com.png
the flippen group,flippengroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/flippengroup.com.png
objectif partenaires ressources humaines,objectifpartenaires.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/objectifpartenaires.com.png
canterbury employers' chamber of commerce,cecc.org.nz,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cecc.org.nz.png
1762 consultants,1762-consultants.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/1762-consultants.com.png
iéseg conseil junior-entreprise,iesegconseil.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/iesegconseil.fr.png
grandir,grandir.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/grandir.fr.png
western management consultants,wmc.ca,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/wmc.ca.png
springboard solutions,springboardsolutions.org,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/springboardsolutions.org.png
urs romania,urscertificari.ro,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/urscertificari.ro.png
enzo krypton and company,enzokrypton.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/enzokrypton.com.png
as4,as4.be,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/as4.be.png
engineering and commerce case competition,engcomm.ca,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/engcomm.ca.png
profesional independinte,pk-meurer.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pk-meurer.de.png
viatys conseil,viatys.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/viatys.com.png
man consultants b.v.,manconsultants.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/manconsultants.nl.png
organizational wellness and learning systems (owls),organizationalwellness.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/organizationalwellness.com.png
vincotte international middle east,vincotte.ae,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/vincotte.ae.png
accenture argentina,accenture.com.ar,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/accenture.com.ar.png
eurocrea merchant srl,eurocreamerchant.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/eurocreamerchant.it.png
mca auditoria e gerenciamento ltda,mca.srv.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mca.srv.br.png
périclès group,pericles-group.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pericles-group.com.png
destra gestão da qualidade,destraconsultoria.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/destraconsultoria.com.br.png
arkwright consulting,arkwrightgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/arkwrightgroup.com.png
bwp project professionals,bwp.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bwp.nl.png
step consulting,step-consulting.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/step-consulting.fr.png
wampanoag country club inc,wampanoagcc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/wampanoagcc.com.png
altuïtion,altuition.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/altuition.nl.png
essac-engineering services sac,essacweb.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/essacweb.com.png
intraco consulting,intraco-consulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/intraco-consulting.com.png
choice consultancy services private limited,choiceconsultancy.co.in,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/choiceconsultancy.co.in.png
cpc unternehmensmanagement ag,cpc-ag.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cpc-ag.de.png
wikane,wikane.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/wikane.com.png
latentview analytics,latentview.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/latentview.com.png
supply chain optimizers,supplychainoptimizers.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/supplychainoptimizers.com.png
studio eidos srl,studioeidossrl.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/studioeidossrl.it.png
cmcs - collaboration management & control solutions,cmcs.co,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cmcs.co.png
brillient corporation,brillient.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/brillient.net.png
procemo,procemo.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/procemo.com.png
prime energy consultoria e comercialização de energia elétrica,primeenergy.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/primeenergy.com.br.png
global canesugar services pvt ltd,globalcanesugar.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/globalcanesugar.com.png
coníche,coniche.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/coniche.nl.png
regioplan consulting gmbh,regioplan.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/regioplan.eu.png
fesworld,fesworld.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/fesworld.com.png
avencore,avencore.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/avencore.com.png
compet engenharia,competengenharia.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/competengenharia.com.br.png
peak consulting group,peakconsulting.dk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/peakconsulting.dk.png
accele,accele.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/accele.fr.png
vitte consulting,vittecon.ru,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/vittecon.ru.png
braincourt gmbh,braincourt.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/braincourt.com.png
meritco services,meritco-group.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/meritco-group.com.png
dentistat,dentistat.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/dentistat.com.png
lee hecht harrison dbm polska,lhhpolska.pl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lhhpolska.pl.png
social impact,socialimpact.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/socialimpact.com.png
yolk bv,yolk.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/yolk.nl.png
bim-me s.a.r.l,bim-me.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bim-me.com.png
beyondroi,beyondroi.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/beyondroi.com.png
frederikssund erhverv,fetc.dk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/fetc.dk.png
johnson associates,jaiconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/jaiconsulting.com.png
cooper lybranth,cooperlybranth.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cooperlybranth.com.png
tellmann executive advisors as,tellmann.no,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/tellmann.no.png
k2 intelligence,k2intelligence.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/k2intelligence.com.png
martin brainon,martinbrainon.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/martinbrainon.com.png
the worldgate group,theworldgategroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/theworldgategroup.com.png
gestão smart,gestaosmart.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gestaosmart.com.br.png
saccone & asociados,estudiosaccone.com.ar,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/estudiosaccone.com.ar.png
the family business unit,familybusinessunit.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/familybusinessunit.com.png
port jackson partners,pjpl.com.au,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pjpl.com.au.png
ibrc - instituto ibero-brasileiro de relacionamento com o cliente,ibrc.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ibrc.com.br.png
kooyenga advisering en detachering,kooyenga.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kooyenga.nl.png
u&we,uandwe.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/uandwe.se.png
itbs corp.,inttbs.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/inttbs.com.png
wgroup,thinkwgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/thinkwgroup.com.png
procure4,procure4.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/procure4.com.png
panna consulting,pannaconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pannaconsulting.com.png
veo worldwide services,veoworldwide.ro,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/veoworldwide.ro.png
ynno,ynno.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ynno.com.png
junior consult,junior-consult.dk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/junior-consult.dk.png
brink management / advies,brink.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/brink.nl.png
xcelis consulting,xcelis.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/xcelis.com.br.png
sellwell,sellwell.ru,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/sellwell.ru.png
compensation outsourcing sac,compensa.com.pe,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/compensa.com.pe.png
far conseil,farconseil.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/farconseil.com.png
korn ferry hay group,haygroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/haygroup.com.png
logikal projects,logikalprojects.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/logikalprojects.com.png
interstices,interstices-dev.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/interstices-dev.fr.png
rgn group,rgngroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/rgngroup.com.png
adviesgroep novius,novius.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/novius.nl.png
novalink inc.,novalinkmx.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/novalinkmx.com.png
blue seed consulting,blueseedconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/blueseedconsulting.com.png
gestor consultoria,gestorconsultoria.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gestorconsultoria.com.br.png
formorienta | agenzia di formazione e consulenza aziendale,formorienta.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/formorienta.it.png
mcr consultants,mcr-consultants.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mcr-consultants.com.png
hector advisory,hector-advisory.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hector-advisory.com.png
st. michael's inc.,stmichaelsinc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/stmichaelsinc.com.png
amaechi performance systems ltd,amaechiperformance.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/amaechiperformance.com.png
alpha consultoria,alpha-consultoria.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/alpha-consultoria.com.png
digital jewels limited,digitaljewels.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/digitaljewels.net.png
nordic headhunting,nordicheadhunting.dk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/nordicheadhunting.dk.png
les alchimistes conseils,lesalchimistesconseils.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lesalchimistesconseils.com.png
the chemistry group,thechemistrygroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/thechemistrygroup.com.png
kplusv,kplusv.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kplusv.nl.png
startup company,growthwheel.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/growthwheel.com.png
implementation engineers,implementation.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/implementation.com.png
chrymelie,chrymelie.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/chrymelie.fr.png
spencer stuart,spencerstuart.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/spencerstuart.com.png
icf international,icfi.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/icfi.com.png
sqw,sqw.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/sqw.co.uk.png
lathrop consultores,lathropconsultores.cl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lathropconsultores.cl.png
consulai,consulai.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/consulai.com.png
encite partners,encite.partners,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/encite.partners.png
colombus consulting,colombus-consulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/colombus-consulting.com.png
reveal,revealvalue.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/revealvalue.com.png
govern,govern.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/govern.fr.png
spac actuaires,spac-actuaires.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/spac-actuaires.fr.png
evolution at work,evolutionatwork.org,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/evolutionatwork.org.png
riojunior,riojunior.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/riojunior.com.br.png
growthink,growthink.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/growthink.com.png
institue of directors,iodonline.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/iodonline.com.png
arcblue consulting group,arcblue.com.au,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/arcblue.com.au.png
varicon unternehmens- und managementberatung,varicon.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/varicon.de.png
stimulus pvt. ltd.,stimulusorg.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/stimulusorg.com.png
f&h solutions group,fhsolutionsgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/fhsolutionsgroup.com.png
techinsights,techinsights.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/techinsights.com.png
implementation management associates (ima),imaworldwide.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/imaworldwide.com.png
m.c.triton,mc-triton.cz,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mc-triton.cz.png
pergo.uno,pergo.uno,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pergo.uno.png
ignite purpose,ignitepurpose.com.au,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ignitepurpose.com.au.png
hanson consulting group,hansonconsultgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hansonconsultgroup.com.png
jonge honden,jongehonden.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/jongehonden.com.png
resources development consultants (pvt) limited,rdc-lk.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/rdc-lk.com.png
skope business consulting private limited,skopeindia.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/skopeindia.com.png
sair da casca,sairdacasca.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/sairdacasca.com.png
springer lawson & associates,springerlawson.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/springerlawson.com.png
nogap,nogap.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/nogap.se.png
sovar,sovar.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/sovar.com.png
corridor group,corridorgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/corridorgroup.com.png
siva enterprises,sivallc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/sivallc.com.png
arts safety b.v.,arts-safety.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/arts-safety.com.png
pwc finland,pwc.fi,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pwc.fi.png
the garden company,inquirymethod.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/inquirymethod.com.png
south east enterprise,seenterprise.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/seenterprise.co.uk.png
prime strategies group,primestrategies.co.nz,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/primestrategies.co.nz.png
inrise consultoria em marketing jurídico,inriseconsultoria.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/inriseconsultoria.com.br.png
london & partners,londonandpartners.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/londonandpartners.com.png
kpmg romania,kpmg.ro,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kpmg.ro.png
finance & co.,finance-and-co.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/finance-and-co.eu.png
pfs grupo,pfsgrupo.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pfsgrupo.com.png
lynxeye,lynxeye.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lynxeye.com.png
emch+berger ag gesamtplanung hochbau,gesamtplanung.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gesamtplanung.com.png
bonfiglioli consulting,bcsoa.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bcsoa.it.png
omnex inc,omnex.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/omnex.com.png
innova - tsn,innova-tsn.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/innova-tsn.com.png
dynamic workforce solutions,dwfs.us,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/dwfs.us.png
l'atelier bnp paribas,atelier.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/atelier.net.png
teknologisk institutt,kiwa.no,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kiwa.no.png
russian register,rusregister.ru,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/rusregister.ru.png
surve partners,survepartners.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/survepartners.com.png
arpc,arpc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/arpc.com.png
enquiron,enquiron.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/enquiron.com.png
primestone consulting gmbh & co. kg,primestone-consulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/primestone-consulting.com.png
ultimate performance business solutions,ultimateperformance.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ultimateperformance.eu.png
hope funds financial services s.a.,hopefunds.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hopefunds.com.png
eccom,eccom.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/eccom.it.png
ncl,nclholdings.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/nclholdings.com.png
bestoutcome,bestoutcome.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bestoutcome.com.png
boer & croon,boercroon.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/boercroon.nl.png
hcc (hussain chaudhury consulting),hcc.com.pk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hcc.com.pk.png
wna,wna.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/wna.fr.png
pg consulting,pgconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pgconsulting.com.png
northhouse partners,northhousepartners.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/northhousepartners.com.png
fasttrack consulting,fasttrack.be,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/fasttrack.be.png
r and d tax specialists ltd,randdtaxspecialists.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/randdtaxspecialists.co.uk.png
ism,ismguide.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ismguide.com.png
bic consulting,biconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/biconsulting.com.png
peopleprovide,peopleprovide.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/peopleprovide.se.png
mps executive search oy,mpsexecutivesearch.fi,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mpsexecutivesearch.fi.png
avasant,avasant.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/avasant.com.png
astadia,astadia.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/astadia.com.png
prozesswerk gmbh,prozesswerk.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/prozesswerk.eu.png
stratadviser ltd,stratadviser.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/stratadviser.com.png
avanta global pte ltd,avanta.com.sg,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/avanta.com.sg.png
hostmanship group netherlands,hostmanship.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hostmanship.nl.png
bebright,bebright.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bebright.nl.png
growthpilot llc,growthpilot.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/growthpilot.com.png
bite consulting group ltd.,biteconsulting.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/biteconsulting.co.uk.png
ideaconsult - groupe studi,ideaconsult.com.tn,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ideaconsult.com.tn.png
westco communications,westcotrading.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/westcotrading.com.png
